metric,method_a,method_b,rank_a,rank_b,rank_diff,critical_difference,significant
precision,PBMSBAINGO-HGBKELM(Triad-mode),PBMSBAINGO-KELM,3.0,10.4,7.4,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(Sensitivity-mode),LR_balanced,5.0,12.4,7.4,10.316121029759566,False
precision,BalancedRF,NGO-KELM,8.4,15.6,7.199999999999999,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(F2-mode),PBMSBAINGO-KELM,3.4,10.4,7.0,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(MCC-guarded),BalancedRF,1.6,8.4,6.800000000000001,10.316121029759566,False
precision,BalancedRF,INGO-KELM,8.4,15.2,6.799999999999999,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(Sensitivity-mode),ExtraTrees_balanced,5.0,11.6,6.6,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(Sensitivity-mode),MSBAINGO-KELM,5.0,11.6,6.6,10.316121029759566,False
precision,HistGB,BalancedRF,2.0,8.4,6.4,10.316121029759566,False
precision,EasyEnsemble,LR_balanced,6.0,12.4,6.4,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(Sensitivity-mode),BAINGO-KELM,5.0,11.2,6.199999999999999,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(Sensitivity-mode),TIS_NGO-KELM,5.0,11.2,6.199999999999999,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(MCC-guarded),RF_balanced,1.6,7.4,5.800000000000001,10.316121029759566,False
precision,EasyEnsemble,ExtraTrees_balanced,6.0,11.6,5.6,10.316121029759566,False
precision,EasyEnsemble,MSBAINGO-KELM,6.0,11.6,5.6,10.316121029759566,False
precision,HistGB,RF_balanced,2.0,7.4,5.4,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(Triad-mode),BalancedRF,3.0,8.4,5.4,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(Sensitivity-mode),PBMSBAINGO-KELM,5.0,10.4,5.4,10.316121029759566,False
precision,EasyEnsemble,BAINGO-KELM,6.0,11.2,5.199999999999999,10.316121029759566,False
precision,EasyEnsemble,TIS_NGO-KELM,6.0,11.2,5.199999999999999,10.316121029759566,False
precision,PBMSBAINGO-KELM,NGO-KELM,10.4,15.6,5.199999999999999,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(F2-mode),BalancedRF,3.4,8.4,5.0,10.316121029759566,False
precision,RF_balanced,LR_balanced,7.4,12.4,5.0,10.316121029759566,False
precision,PBMSBAINGO-KELM,INGO-KELM,10.4,15.2,4.799999999999999,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(MCC-guarded),EasyEnsemble,1.6,6.0,4.4,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(Triad-mode),RF_balanced,3.0,7.4,4.4,10.316121029759566,False
precision,EasyEnsemble,PBMSBAINGO-KELM,6.0,10.4,4.4,10.316121029759566,False
precision,BAINGO-KELM,NGO-KELM,11.2,15.6,4.4,10.316121029759566,False
precision,TIS_NGO-KELM,NGO-KELM,11.2,15.6,4.4,10.316121029759566,False
precision,RF_balanced,ExtraTrees_balanced,7.4,11.6,4.199999999999999,10.316121029759566,False
precision,RF_balanced,MSBAINGO-KELM,7.4,11.6,4.199999999999999,10.316121029759566,False
precision,HistGB,EasyEnsemble,2.0,6.0,4.0,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(F2-mode),RF_balanced,3.4,7.4,4.0,10.316121029759566,False
precision,BalancedRF,LR_balanced,8.4,12.4,4.0,10.316121029759566,False
precision,BAINGO-KELM,INGO-KELM,11.2,15.2,4.0,10.316121029759566,False
precision,TIS_NGO-KELM,INGO-KELM,11.2,15.2,4.0,10.316121029759566,False
precision,ExtraTrees_balanced,NGO-KELM,11.6,15.6,4.0,10.316121029759566,False
precision,MSBAINGO-KELM,NGO-KELM,11.6,15.6,4.0,10.316121029759566,False
precision,RF_balanced,BAINGO-KELM,7.4,11.2,3.799999999999999,10.316121029759566,False
precision,RF_balanced,TIS_NGO-KELM,7.4,11.2,3.799999999999999,10.316121029759566,False
precision,ExtraTrees_balanced,INGO-KELM,11.6,15.2,3.5999999999999996,10.316121029759566,False
precision,MSBAINGO-KELM,INGO-KELM,11.6,15.2,3.5999999999999996,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(Sensitivity-mode),BalancedRF,5.0,8.4,3.4000000000000004,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(MCC-guarded),PBMSBAINGO-HGBKELM(Sensitivity-mode),1.6,5.0,3.4,10.316121029759566,False
precision,BalancedRF,ExtraTrees_balanced,8.4,11.6,3.1999999999999993,10.316121029759566,False
precision,BalancedRF,MSBAINGO-KELM,8.4,11.6,3.1999999999999993,10.316121029759566,False
precision,LR_balanced,NGO-KELM,12.4,15.6,3.1999999999999993,10.316121029759566,False
precision,HistGB,PBMSBAINGO-HGBKELM(Sensitivity-mode),2.0,5.0,3.0,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(Triad-mode),EasyEnsemble,3.0,6.0,3.0,10.316121029759566,False
precision,RF_balanced,PBMSBAINGO-KELM,7.4,10.4,3.0,10.316121029759566,False
precision,BalancedRF,BAINGO-KELM,8.4,11.2,2.799999999999999,10.316121029759566,False
precision,BalancedRF,TIS_NGO-KELM,8.4,11.2,2.799999999999999,10.316121029759566,False
precision,LR_balanced,INGO-KELM,12.4,15.2,2.799999999999999,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(F2-mode),EasyEnsemble,3.4,6.0,2.6,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(Sensitivity-mode),RF_balanced,5.0,7.4,2.4000000000000004,10.316121029759566,False
precision,EasyEnsemble,BalancedRF,6.0,8.4,2.4000000000000004,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(Triad-mode),PBMSBAINGO-HGBKELM(Sensitivity-mode),3.0,5.0,2.0,10.316121029759566,False
precision,BalancedRF,PBMSBAINGO-KELM,8.4,10.4,2.0,10.316121029759566,False
precision,PBMSBAINGO-KELM,LR_balanced,10.4,12.4,2.0,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(MCC-guarded),PBMSBAINGO-HGBKELM(F2-mode),1.6,3.4,1.7999999999999998,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(F2-mode),PBMSBAINGO-HGBKELM(Sensitivity-mode),3.4,5.0,1.6,10.316121029759566,False
precision,EasyEnsemble,RF_balanced,6.0,7.4,1.4000000000000004,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(MCC-guarded),PBMSBAINGO-HGBKELM(Triad-mode),1.6,3.0,1.4,10.316121029759566,False
precision,HistGB,PBMSBAINGO-HGBKELM(F2-mode),2.0,3.4,1.4,10.316121029759566,False
precision,BAINGO-KELM,LR_balanced,11.2,12.4,1.200000000000001,10.316121029759566,False
precision,TIS_NGO-KELM,LR_balanced,11.2,12.4,1.200000000000001,10.316121029759566,False
precision,PBMSBAINGO-KELM,ExtraTrees_balanced,10.4,11.6,1.1999999999999993,10.316121029759566,False
precision,PBMSBAINGO-KELM,MSBAINGO-KELM,10.4,11.6,1.1999999999999993,10.316121029759566,False
precision,HistGB,PBMSBAINGO-HGBKELM(Triad-mode),2.0,3.0,1.0,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(Sensitivity-mode),EasyEnsemble,5.0,6.0,1.0,10.316121029759566,False
precision,RF_balanced,BalancedRF,7.4,8.4,1.0,10.316121029759566,False
precision,ExtraTrees_balanced,LR_balanced,11.6,12.4,0.8000000000000007,10.316121029759566,False
precision,MSBAINGO-KELM,LR_balanced,11.6,12.4,0.8000000000000007,10.316121029759566,False
precision,PBMSBAINGO-KELM,BAINGO-KELM,10.4,11.2,0.7999999999999989,10.316121029759566,False
precision,PBMSBAINGO-KELM,TIS_NGO-KELM,10.4,11.2,0.7999999999999989,10.316121029759566,False
precision,BAINGO-KELM,ExtraTrees_balanced,11.2,11.6,0.40000000000000036,10.316121029759566,False
precision,BAINGO-KELM,MSBAINGO-KELM,11.2,11.6,0.40000000000000036,10.316121029759566,False
precision,TIS_NGO-KELM,ExtraTrees_balanced,11.2,11.6,0.40000000000000036,10.316121029759566,False
precision,TIS_NGO-KELM,MSBAINGO-KELM,11.2,11.6,0.40000000000000036,10.316121029759566,False
precision,INGO-KELM,NGO-KELM,15.2,15.6,0.40000000000000036,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(MCC-guarded),HistGB,1.6,2.0,0.3999999999999999,10.316121029759566,False
precision,PBMSBAINGO-HGBKELM(Triad-mode),PBMSBAINGO-HGBKELM(F2-mode),3.0,3.4,0.3999999999999999,10.316121029759566,False
precision,BAINGO-KELM,TIS_NGO-KELM,11.2,11.2,0.0,10.316121029759566,False
precision,ExtraTrees_balanced,MSBAINGO-KELM,11.6,11.6,0.0,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Triad-mode),PBMSBAINGO-KELM,1.2,14.4,13.200000000000001,10.316121029759566,True
sensitivity,PBMSBAINGO-HGBKELM(Triad-mode),TIS_NGO-KELM,1.2,14.0,12.8,10.316121029759566,True
sensitivity,PBMSBAINGO-HGBKELM(Sensitivity-mode),PBMSBAINGO-KELM,2.2,14.4,12.2,10.316121029759566,True
sensitivity,PBMSBAINGO-HGBKELM(Sensitivity-mode),TIS_NGO-KELM,2.2,14.0,11.8,10.316121029759566,True
sensitivity,PBMSBAINGO-HGBKELM(Triad-mode),MSBAINGO-KELM,1.2,12.4,11.200000000000001,10.316121029759566,True
sensitivity,PBMSBAINGO-HGBKELM(Triad-mode),BAINGO-KELM,1.2,12.0,10.8,10.316121029759566,True
sensitivity,PBMSBAINGO-HGBKELM(Triad-mode),INGO-KELM,1.2,11.9,10.700000000000001,10.316121029759566,True
sensitivity,PBMSBAINGO-HGBKELM(Sensitivity-mode),MSBAINGO-KELM,2.2,12.4,10.2,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Sensitivity-mode),BAINGO-KELM,2.2,12.0,9.8,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Sensitivity-mode),INGO-KELM,2.2,11.9,9.7,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(F2-mode),PBMSBAINGO-KELM,5.0,14.4,9.4,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Triad-mode),NGO-KELM,1.2,10.4,9.200000000000001,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(F2-mode),TIS_NGO-KELM,5.0,14.0,9.0,10.316121029759566,False
sensitivity,BalancedRF,PBMSBAINGO-KELM,6.0,14.4,8.4,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Triad-mode),ExtraTrees_balanced,1.2,9.5,8.3,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Sensitivity-mode),NGO-KELM,2.2,10.4,8.2,10.316121029759566,False
sensitivity,EasyEnsemble,PBMSBAINGO-KELM,6.2,14.4,8.2,10.316121029759566,False
sensitivity,BalancedRF,TIS_NGO-KELM,6.0,14.0,8.0,10.316121029759566,False
sensitivity,RF_balanced,PBMSBAINGO-KELM,6.4,14.4,8.0,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Triad-mode),PBMSBAINGO-HGBKELM(MCC-guarded),1.2,9.2,7.999999999999999,10.316121029759566,False
sensitivity,EasyEnsemble,TIS_NGO-KELM,6.2,14.0,7.8,10.316121029759566,False
sensitivity,RF_balanced,TIS_NGO-KELM,6.4,14.0,7.6,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(F2-mode),MSBAINGO-KELM,5.0,12.4,7.4,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Sensitivity-mode),ExtraTrees_balanced,2.2,9.5,7.3,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(F2-mode),BAINGO-KELM,5.0,12.0,7.0,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Sensitivity-mode),PBMSBAINGO-HGBKELM(MCC-guarded),2.2,9.2,6.999999999999999,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(F2-mode),INGO-KELM,5.0,11.9,6.9,10.316121029759566,False
sensitivity,HistGB,PBMSBAINGO-KELM,7.6,14.4,6.800000000000001,10.316121029759566,False
sensitivity,LR_balanced,PBMSBAINGO-KELM,7.6,14.4,6.800000000000001,10.316121029759566,False
sensitivity,BalancedRF,MSBAINGO-KELM,6.0,12.4,6.4,10.316121029759566,False
sensitivity,HistGB,TIS_NGO-KELM,7.6,14.0,6.4,10.316121029759566,False
sensitivity,LR_balanced,TIS_NGO-KELM,7.6,14.0,6.4,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Triad-mode),HistGB,1.2,7.6,6.3999999999999995,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Triad-mode),LR_balanced,1.2,7.6,6.3999999999999995,10.316121029759566,False
sensitivity,EasyEnsemble,MSBAINGO-KELM,6.2,12.4,6.2,10.316121029759566,False
sensitivity,BalancedRF,BAINGO-KELM,6.0,12.0,6.0,10.316121029759566,False
sensitivity,RF_balanced,MSBAINGO-KELM,6.4,12.4,6.0,10.316121029759566,False
sensitivity,BalancedRF,INGO-KELM,6.0,11.9,5.9,10.316121029759566,False
sensitivity,EasyEnsemble,BAINGO-KELM,6.2,12.0,5.8,10.316121029759566,False
sensitivity,EasyEnsemble,INGO-KELM,6.2,11.9,5.7,10.316121029759566,False
sensitivity,RF_balanced,BAINGO-KELM,6.4,12.0,5.6,10.316121029759566,False
sensitivity,RF_balanced,INGO-KELM,6.4,11.9,5.5,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(F2-mode),NGO-KELM,5.0,10.4,5.4,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Sensitivity-mode),HistGB,2.2,7.6,5.3999999999999995,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Sensitivity-mode),LR_balanced,2.2,7.6,5.3999999999999995,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(MCC-guarded),PBMSBAINGO-KELM,9.2,14.4,5.200000000000001,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Triad-mode),RF_balanced,1.2,6.4,5.2,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Triad-mode),EasyEnsemble,1.2,6.2,5.0,10.316121029759566,False
sensitivity,ExtraTrees_balanced,PBMSBAINGO-KELM,9.5,14.4,4.9,10.316121029759566,False
sensitivity,HistGB,MSBAINGO-KELM,7.6,12.4,4.800000000000001,10.316121029759566,False
sensitivity,LR_balanced,MSBAINGO-KELM,7.6,12.4,4.800000000000001,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(MCC-guarded),TIS_NGO-KELM,9.2,14.0,4.800000000000001,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Triad-mode),BalancedRF,1.2,6.0,4.8,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(F2-mode),ExtraTrees_balanced,5.0,9.5,4.5,10.316121029759566,False
sensitivity,ExtraTrees_balanced,TIS_NGO-KELM,9.5,14.0,4.5,10.316121029759566,False
sensitivity,BalancedRF,NGO-KELM,6.0,10.4,4.4,10.316121029759566,False
sensitivity,HistGB,BAINGO-KELM,7.6,12.0,4.4,10.316121029759566,False
sensitivity,LR_balanced,BAINGO-KELM,7.6,12.0,4.4,10.316121029759566,False
sensitivity,HistGB,INGO-KELM,7.6,11.9,4.300000000000001,10.316121029759566,False
sensitivity,LR_balanced,INGO-KELM,7.6,11.9,4.300000000000001,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Sensitivity-mode),RF_balanced,2.2,6.4,4.2,10.316121029759566,False
sensitivity,EasyEnsemble,NGO-KELM,6.2,10.4,4.2,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(F2-mode),PBMSBAINGO-HGBKELM(MCC-guarded),5.0,9.2,4.199999999999999,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Sensitivity-mode),EasyEnsemble,2.2,6.2,4.0,10.316121029759566,False
sensitivity,RF_balanced,NGO-KELM,6.4,10.4,4.0,10.316121029759566,False
sensitivity,NGO-KELM,PBMSBAINGO-KELM,10.4,14.4,4.0,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Triad-mode),PBMSBAINGO-HGBKELM(F2-mode),1.2,5.0,3.8,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Sensitivity-mode),BalancedRF,2.2,6.0,3.8,10.316121029759566,False
sensitivity,NGO-KELM,TIS_NGO-KELM,10.4,14.0,3.5999999999999996,10.316121029759566,False
sensitivity,BalancedRF,ExtraTrees_balanced,6.0,9.5,3.5,10.316121029759566,False
sensitivity,EasyEnsemble,ExtraTrees_balanced,6.2,9.5,3.3,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(MCC-guarded),MSBAINGO-KELM,9.2,12.4,3.200000000000001,10.316121029759566,False
sensitivity,BalancedRF,PBMSBAINGO-HGBKELM(MCC-guarded),6.0,9.2,3.1999999999999993,10.316121029759566,False
sensitivity,RF_balanced,ExtraTrees_balanced,6.4,9.5,3.0999999999999996,10.316121029759566,False
sensitivity,EasyEnsemble,PBMSBAINGO-HGBKELM(MCC-guarded),6.2,9.2,2.999999999999999,10.316121029759566,False
sensitivity,ExtraTrees_balanced,MSBAINGO-KELM,9.5,12.4,2.9000000000000004,10.316121029759566,False
sensitivity,HistGB,NGO-KELM,7.6,10.4,2.8000000000000007,10.316121029759566,False
sensitivity,LR_balanced,NGO-KELM,7.6,10.4,2.8000000000000007,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(MCC-guarded),BAINGO-KELM,9.2,12.0,2.8000000000000007,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Sensitivity-mode),PBMSBAINGO-HGBKELM(F2-mode),2.2,5.0,2.8,10.316121029759566,False
sensitivity,RF_balanced,PBMSBAINGO-HGBKELM(MCC-guarded),6.4,9.2,2.799999999999999,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(MCC-guarded),INGO-KELM,9.2,11.9,2.700000000000001,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(F2-mode),HistGB,5.0,7.6,2.5999999999999996,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(F2-mode),LR_balanced,5.0,7.6,2.5999999999999996,10.316121029759566,False
sensitivity,ExtraTrees_balanced,BAINGO-KELM,9.5,12.0,2.5,10.316121029759566,False
sensitivity,INGO-KELM,PBMSBAINGO-KELM,11.9,14.4,2.5,10.316121029759566,False
sensitivity,ExtraTrees_balanced,INGO-KELM,9.5,11.9,2.4000000000000004,10.316121029759566,False
sensitivity,BAINGO-KELM,PBMSBAINGO-KELM,12.0,14.4,2.4000000000000004,10.316121029759566,False
sensitivity,INGO-KELM,TIS_NGO-KELM,11.9,14.0,2.0999999999999996,10.316121029759566,False
sensitivity,NGO-KELM,MSBAINGO-KELM,10.4,12.4,2.0,10.316121029759566,False
sensitivity,BAINGO-KELM,TIS_NGO-KELM,12.0,14.0,2.0,10.316121029759566,False
sensitivity,MSBAINGO-KELM,PBMSBAINGO-KELM,12.4,14.4,2.0,10.316121029759566,False
sensitivity,HistGB,ExtraTrees_balanced,7.6,9.5,1.9000000000000004,10.316121029759566,False
sensitivity,LR_balanced,ExtraTrees_balanced,7.6,9.5,1.9000000000000004,10.316121029759566,False
sensitivity,BalancedRF,HistGB,6.0,7.6,1.5999999999999996,10.316121029759566,False
sensitivity,BalancedRF,LR_balanced,6.0,7.6,1.5999999999999996,10.316121029759566,False
sensitivity,HistGB,PBMSBAINGO-HGBKELM(MCC-guarded),7.6,9.2,1.5999999999999996,10.316121029759566,False
sensitivity,LR_balanced,PBMSBAINGO-HGBKELM(MCC-guarded),7.6,9.2,1.5999999999999996,10.316121029759566,False
sensitivity,NGO-KELM,BAINGO-KELM,10.4,12.0,1.5999999999999996,10.316121029759566,False
sensitivity,MSBAINGO-KELM,TIS_NGO-KELM,12.4,14.0,1.5999999999999996,10.316121029759566,False
sensitivity,NGO-KELM,INGO-KELM,10.4,11.9,1.5,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(F2-mode),RF_balanced,5.0,6.4,1.4000000000000004,10.316121029759566,False
sensitivity,EasyEnsemble,HistGB,6.2,7.6,1.3999999999999995,10.316121029759566,False
sensitivity,EasyEnsemble,LR_balanced,6.2,7.6,1.3999999999999995,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(MCC-guarded),NGO-KELM,9.2,10.4,1.200000000000001,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(F2-mode),EasyEnsemble,5.0,6.2,1.2000000000000002,10.316121029759566,False
sensitivity,RF_balanced,HistGB,6.4,7.6,1.1999999999999993,10.316121029759566,False
sensitivity,RF_balanced,LR_balanced,6.4,7.6,1.1999999999999993,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(Triad-mode),PBMSBAINGO-HGBKELM(Sensitivity-mode),1.2,2.2,1.0000000000000002,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(F2-mode),BalancedRF,5.0,6.0,1.0,10.316121029759566,False
sensitivity,ExtraTrees_balanced,NGO-KELM,9.5,10.4,0.9000000000000004,10.316121029759566,False
sensitivity,INGO-KELM,MSBAINGO-KELM,11.9,12.4,0.5,10.316121029759566,False
sensitivity,BalancedRF,RF_balanced,6.0,6.4,0.40000000000000036,10.316121029759566,False
sensitivity,BAINGO-KELM,MSBAINGO-KELM,12.0,12.4,0.40000000000000036,10.316121029759566,False
sensitivity,TIS_NGO-KELM,PBMSBAINGO-KELM,14.0,14.4,0.40000000000000036,10.316121029759566,False
sensitivity,PBMSBAINGO-HGBKELM(MCC-guarded),ExtraTrees_balanced,9.2,9.5,0.3000000000000007,10.316121029759566,False
sensitivity,BalancedRF,EasyEnsemble,6.0,6.2,0.20000000000000018,10.316121029759566,False
sensitivity,EasyEnsemble,RF_balanced,6.2,6.4,0.20000000000000018,10.316121029759566,False
sensitivity,INGO-KELM,BAINGO-KELM,11.9,12.0,0.09999999999999964,10.316121029759566,False
sensitivity,HistGB,LR_balanced,7.6,7.6,0.0,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(MCC-guarded),LR_balanced,1.4,14.8,13.4,10.316121029759566,True
specificity,PBMSBAINGO-HGBKELM(MCC-guarded),INGO-KELM,1.4,14.4,13.0,10.316121029759566,True
specificity,HistGB,LR_balanced,2.2,14.8,12.600000000000001,10.316121029759566,True
specificity,PBMSBAINGO-HGBKELM(MCC-guarded),NGO-KELM,1.4,14.0,12.6,10.316121029759566,True
specificity,HistGB,INGO-KELM,2.2,14.4,12.2,10.316121029759566,True
specificity,HistGB,NGO-KELM,2.2,14.0,11.8,10.316121029759566,True
specificity,PBMSBAINGO-HGBKELM(Triad-mode),LR_balanced,3.2,14.8,11.600000000000001,10.316121029759566,True
specificity,PBMSBAINGO-HGBKELM(F2-mode),LR_balanced,3.4,14.8,11.4,10.316121029759566,True
specificity,PBMSBAINGO-HGBKELM(Triad-mode),INGO-KELM,3.2,14.4,11.2,10.316121029759566,True
specificity,PBMSBAINGO-HGBKELM(F2-mode),INGO-KELM,3.4,14.4,11.0,10.316121029759566,True
specificity,PBMSBAINGO-HGBKELM(Triad-mode),NGO-KELM,3.2,14.0,10.8,10.316121029759566,True
specificity,PBMSBAINGO-HGBKELM(MCC-guarded),ExtraTrees_balanced,1.4,12.2,10.799999999999999,10.316121029759566,True
specificity,PBMSBAINGO-HGBKELM(F2-mode),NGO-KELM,3.4,14.0,10.6,10.316121029759566,True
specificity,PBMSBAINGO-HGBKELM(MCC-guarded),MSBAINGO-KELM,1.4,11.8,10.4,10.316121029759566,True
specificity,HistGB,ExtraTrees_balanced,2.2,12.2,10.0,10.316121029759566,False
specificity,HistGB,MSBAINGO-KELM,2.2,11.8,9.600000000000001,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Sensitivity-mode),LR_balanced,5.6,14.8,9.200000000000001,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(MCC-guarded),BAINGO-KELM,1.4,10.6,9.2,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(MCC-guarded),PBMSBAINGO-KELM,1.4,10.6,9.2,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Triad-mode),ExtraTrees_balanced,3.2,12.2,9.0,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Sensitivity-mode),INGO-KELM,5.6,14.4,8.8,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(F2-mode),ExtraTrees_balanced,3.4,12.2,8.799999999999999,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Triad-mode),MSBAINGO-KELM,3.2,11.8,8.600000000000001,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(F2-mode),MSBAINGO-KELM,3.4,11.8,8.4,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Sensitivity-mode),NGO-KELM,5.6,14.0,8.4,10.316121029759566,False
specificity,EasyEnsemble,LR_balanced,6.4,14.8,8.4,10.316121029759566,False
specificity,HistGB,BAINGO-KELM,2.2,10.6,8.399999999999999,10.316121029759566,False
specificity,HistGB,PBMSBAINGO-KELM,2.2,10.6,8.399999999999999,10.316121029759566,False
specificity,EasyEnsemble,INGO-KELM,6.4,14.4,8.0,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(MCC-guarded),BalancedRF,1.4,9.0,7.6,10.316121029759566,False
specificity,EasyEnsemble,NGO-KELM,6.4,14.0,7.6,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Triad-mode),BAINGO-KELM,3.2,10.6,7.3999999999999995,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Triad-mode),PBMSBAINGO-KELM,3.2,10.6,7.3999999999999995,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(MCC-guarded),TIS_NGO-KELM,1.4,8.6,7.199999999999999,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(F2-mode),BAINGO-KELM,3.4,10.6,7.199999999999999,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(F2-mode),PBMSBAINGO-KELM,3.4,10.6,7.199999999999999,10.316121029759566,False
specificity,RF_balanced,LR_balanced,7.8,14.8,7.000000000000001,10.316121029759566,False
specificity,HistGB,BalancedRF,2.2,9.0,6.8,10.316121029759566,False
specificity,RF_balanced,INGO-KELM,7.8,14.4,6.6000000000000005,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Sensitivity-mode),ExtraTrees_balanced,5.6,12.2,6.6,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(MCC-guarded),RF_balanced,1.4,7.8,6.4,10.316121029759566,False
specificity,HistGB,TIS_NGO-KELM,2.2,8.6,6.3999999999999995,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Sensitivity-mode),MSBAINGO-KELM,5.6,11.8,6.200000000000001,10.316121029759566,False
specificity,TIS_NGO-KELM,LR_balanced,8.6,14.8,6.200000000000001,10.316121029759566,False
specificity,RF_balanced,NGO-KELM,7.8,14.0,6.2,10.316121029759566,False
specificity,TIS_NGO-KELM,INGO-KELM,8.6,14.4,5.800000000000001,10.316121029759566,False
specificity,BalancedRF,LR_balanced,9.0,14.8,5.800000000000001,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Triad-mode),BalancedRF,3.2,9.0,5.8,10.316121029759566,False
specificity,EasyEnsemble,ExtraTrees_balanced,6.4,12.2,5.799999999999999,10.316121029759566,False
specificity,HistGB,RF_balanced,2.2,7.8,5.6,10.316121029759566,False
