dataset,horizon,target_region,seed,method,auc,ap,mcc,balanced_accuracy,sensitivity,specificity,brier,log_loss
PONE2016_h2_target_Asia,2,Asia,20260728,Uncertainty_gated_fusion,0.8684895833333334,0.8752815770240917,0.5482930791331408,0.7604166666666666,0.6041666666666666,0.9166666666666666,0.1542911081877728,0.4864958499045722
PONE2016_h2_target_Asia,2,Asia,20260728,Full_random_search,0.872829861111111,0.8735697796374872,0.4787549991450211,0.6979166666666666,0.4166666666666667,0.9791666666666666,0.1675886574945823,0.5188827579211747
PONE2016_h2_target_Asia,2,Asia,20260728,Balanced_logistic,0.9144965277777776,0.9124399524683342,0.6493659782899173,0.8229166666666667,0.7708333333333334,0.875,0.2190746762317519,0.6304146150301188
PONE2016_h2_target_Europe,2,Europe,20260728,HistGB,0.7586867305061559,0.7659263943051273,0.4333687592941463,0.6971272229822161,0.4883720930232558,0.9058823529411764,0.2031484278929452,0.5928567766779367
PONE2016_h2_target_Europe,2,Europe,20260728,KELM_PBMSBAINGO,0.8476060191518467,0.8318420572617632,0.4810732271208309,0.7147742818057455,0.4883720930232558,0.9411764705882352,0.1634736457017448,0.5193370220702453
PONE2016_h2_target_Europe,2,Europe,20260728,KELM_score_fusion,0.8476060191518467,0.8318420572617632,0.4810732271208309,0.7147742818057455,0.4883720930232558,0.9411764705882352,0.163674708848849,0.5120902999279019
PONE2016_h2_target_Europe,2,Europe,20260728,KELM_risk_feature,0.8254445964432284,0.8035607622769024,0.4810732271208309,0.7147742818057455,0.4883720930232558,0.9411764705882352,0.1795233024911041,0.5660550741726144
PONE2016_h2_target_Europe,2,Europe,20260728,Full_PBMSBAINGO,0.7954856361149111,0.7721974824610268,0.4388466419635192,0.6971956224350205,0.4767441860465116,0.9176470588235294,0.1932489956904791,0.5684347566310263
PONE2016_h2_target_Europe,2,Europe,20260728,Uncertainty_gated_fusion,0.8254445964432284,0.8035607622769024,0.4810732271208309,0.7147742818057455,0.4883720930232558,0.9411764705882352,0.1795233024911041,0.5660550741726144
PONE2016_h2_target_Europe,2,Europe,20260728,Full_random_search,0.7714090287277702,0.8042462404614346,0.4741077306229213,0.7203830369357045,0.5348837209302325,0.9058823529411764,0.1982576450280544,0.5824516682528473
PONE2016_h2_target_Europe,2,Europe,20260728,Balanced_logistic,0.8034199726402189,0.7869736092025974,0.4513972721892684,0.6973324213406292,0.4534883720930232,0.9411764705882352,0.1842761516432651,0.6119615702880244
PONE2016_h2_target_North_America,2,North America,20260728,HistGB,0.8588640275387264,0.8572195571594456,0.4869825130371185,0.7427567412507171,0.7023809523809523,0.7831325301204819,0.1666717408440504,0.5075168862349643
PONE2016_h2_target_North_America,2,North America,20260728,KELM_PBMSBAINGO,0.8452380952380952,0.872807703199908,0.5531656547874592,0.7729489386115892,0.6904761904761905,0.8554216867469879,0.1604958078586828,0.4808445614101626
PONE2016_h2_target_North_America,2,North America,20260728,KELM_score_fusion,0.8452380952380952,0.872807703199908,0.5531656547874592,0.7729489386115892,0.6904761904761905,0.8554216867469879,0.1607851520339682,0.482249548560193
PONE2016_h2_target_North_America,2,North America,20260728,KELM_risk_feature,0.8066551921973608,0.8382021161575721,0.4935774346264009,0.743043602983362,0.6547619047619048,0.8313253012048193,0.1806625971920267,0.5360356820684705
PONE2016_h2_target_North_America,2,North America,20260728,Full_PBMSBAINGO,0.8679001721170395,0.8791572653480645,0.5155697919204119,0.7318559954102122,0.5119047619047619,0.9518072289156626,0.1489865807024679,0.4580238839829973
PONE2016_h2_target_North_America,2,North America,20260728,Uncertainty_gated_fusion,0.8066551921973608,0.8382021161575721,0.4935774346264009,0.743043602983362,0.6547619047619048,0.8313253012048193,0.1806625971920267,0.5360356820684705
PONE2016_h2_target_North_America,2,North America,20260728,Full_random_search,0.8816695352839933,0.8966117086320615,0.6017093564950292,0.7969018932874354,0.7142857142857143,0.8795180722891566,0.1471880227114614,0.447364302911434
PONE2016_h2_target_North_America,2,North America,20260728,Balanced_logistic,0.8073723465289729,0.8534941456966716,0.4841527384287163,0.731425702811245,0.5833333333333334,0.8795180722891566,0.1786813389158996,0.5959567668017041
PONE2016_h3_target_Asia,3,Asia,20260728,HistGB,0.833648393194707,0.8355040774194233,0.4369259473273602,0.7065217391304348,0.5434782608695652,0.8695652173913043,0.1763889987783558,0.5364223499824375
PONE2016_h3_target_Asia,3,Asia,20260728,KELM_PBMSBAINGO,0.921077504725898,0.929204915515338,0.7315293125604299,0.8586956521739131,0.7608695652173914,0.9565217391304348,0.1354441197925913,0.436140000158374
PONE2016_h3_target_Asia,3,Asia,20260728,KELM_score_fusion,0.921077504725898,0.929204915515338,0.7315293125604299,0.8586956521739131,0.7608695652173914,0.9565217391304348,0.1355570259176325,0.4366506782581986
PONE2016_h3_target_Asia,3,Asia,20260728,KELM_risk_feature,0.8960302457466919,0.8960262228662481,0.5904549227349388,0.7934782608695652,0.7391304347826086,0.8478260869565217,0.1478701753679841,0.460686039974868
PONE2016_h3_target_Asia,3,Asia,20260728,Full_PBMSBAINGO,0.8780718336483933,0.880235823640857,0.4655186534475463,0.7282608695652174,0.6304347826086957,0.8260869565217391,0.1554570609654846,0.4792482090158014
PONE2016_h3_target_Asia,3,Asia,20260728,Uncertainty_gated_fusion,0.8960302457466919,0.8960262228662481,0.5904549227349388,0.7934782608695652,0.7391304347826086,0.8478260869565217,0.1478701753679841,0.460686039974868
PONE2016_h3_target_Asia,3,Asia,20260728,Full_random_search,0.8383742911153119,0.8423797489315002,0.4008918628686366,0.6956521739130435,0.5869565217391305,0.8043478260869565,0.1762369778491023,0.5357867162698827
PONE2016_h3_target_Asia,3,Asia,20260728,Balanced_logistic,0.8563327032136107,0.8712030268600253,0.5597170785495562,0.7717391304347826,0.8913043478260869,0.6521739130434783,0.1955782765100358,0.5775951833113209
PONE2016_h3_target_Europe,3,Europe,20260728,HistGB,0.7042915931804822,0.6782673122876944,0.2240249365093635,0.5875220458553791,0.2738095238095238,0.9012345679012346,0.225475287988643,0.6429027879985254
PONE2016_h3_target_Europe,3,Europe,20260728,KELM_PBMSBAINGO,0.7117871840094063,0.7474759468820593,0.3019405424385589,0.6234567901234568,0.3333333333333333,0.9135802469135802,0.2248714534053127,0.6481476434781144
PONE2016_h3_target_Europe,3,Europe,20260728,KELM_score_fusion,0.7117871840094063,0.7474759468820593,0.3019405424385589,0.6234567901234568,0.3333333333333333,0.9135802469135802,0.2248060415290428,0.6475559606633958
