dataset,horizon,target_region,method,auc,ap,mcc,balanced_accuracy,sensitivity,specificity,brier,log_loss
PONE2016_h2_target_Europe,2,Europe,Full_PBMSBAINGO,0.7947195622435019,0.7931017101426721,0.4503280873653651,0.7052941176470588,0.5,0.9105882352941176,0.19336022352345703,0.568856093918904
PONE2016_h2_target_Europe,2,Europe,Full_random_search,0.7744459644322845,0.7783083622663061,0.4620131774585158,0.7111354309165526,0.5069767441860465,0.9152941176470588,0.1989431263845538,0.5862718058988008
PONE2016_h2_target_Europe,2,Europe,HistGB,0.7586867305061559,0.7659263943051273,0.4333687592941463,0.6971272229822161,0.4883720930232558,0.9058823529411765,0.20314842789294524,0.5928567766779367
PONE2016_h2_target_Europe,2,Europe,KELM_PBMSBAINGO,0.8147742818057455,0.8057743686523849,0.46800920820828873,0.7100683994528044,0.4883720930232558,0.9317647058823528,0.18398757936994994,0.6006399112878164
PONE2016_h2_target_Europe,2,Europe,KELM_risk_feature,0.8021887824897401,0.8112900716632326,0.4569335694358586,0.7076470588235294,0.5,0.9152941176470588,0.19073054483092428,0.5784695897534855
PONE2016_h2_target_Europe,2,Europe,KELM_score_fusion,0.8093570451436388,0.7981066063513911,0.4783547752854421,0.7158823529411764,0.5,0.9317647058823528,0.1869820034465181,0.6084560569088961
PONE2016_h2_target_Europe,2,Europe,Uncertainty_gated_fusion,0.8021887824897401,0.8112900716632326,0.4569335694358586,0.7076470588235294,0.5,0.9152941176470588,0.19073054483092428,0.5784695897534855
PONE2016_h2_target_North_America,2,North America,Balanced_logistic,0.8073723465289729,0.8534941456966717,0.4841527384287163,0.731425702811245,0.5833333333333334,0.8795180722891566,0.1786813389158996,0.5959567668017041
PONE2016_h2_target_North_America,2,North America,Full_PBMSBAINGO,0.8632530120481927,0.8530797381744403,0.49820703051834136,0.7327739529546757,0.5595238095238095,0.906024096385542,0.15407819592907293,0.4793643083957795
PONE2016_h2_target_North_America,2,North America,Full_random_search,0.8555077452667815,0.8503171333400438,0.4124784776946543,0.6734509466437177,0.40714285714285714,0.9397590361445782,0.1582404548730353,0.47934465428705375
PONE2016_h2_target_North_America,2,North America,HistGB,0.8588640275387263,0.8572195571594456,0.4869825130371185,0.7427567412507171,0.7023809523809523,0.7831325301204819,0.1666717408440504,0.5075168862349643
PONE2016_h2_target_North_America,2,North America,KELM_PBMSBAINGO,0.839443488238669,0.8312238159558257,0.4136553472857313,0.6862880091795753,0.47619047619047616,0.8963855421686746,0.1685589033508086,0.5093867059320931
PONE2016_h2_target_North_America,2,North America,KELM_risk_feature,0.8305794606999426,0.8502218309180506,0.5027723354001414,0.7316408491107287,0.5476190476190477,0.9156626506024097,0.1655977917723718,0.5082481087121138
PONE2016_h2_target_North_America,2,North America,KELM_score_fusion,0.8529546758462422,0.8489350536825919,0.44239622372043375,0.7028829604130808,0.5214285714285715,0.8843373493975903,0.16440914719804336,0.49546436509941083
PONE2016_h2_target_North_America,2,North America,Uncertainty_gated_fusion,0.8305794606999426,0.8502218309180506,0.5027723354001414,0.7316408491107287,0.5476190476190477,0.9156626506024097,0.1655977917723718,0.5082481087121138
PONE2016_h3_target_Asia,3,Asia,Balanced_logistic,0.8563327032136107,0.8712030268600252,0.5597170785495562,0.7717391304347826,0.8913043478260869,0.6521739130434783,0.1955782765100358,0.5775951833113209
PONE2016_h3_target_Asia,3,Asia,Full_PBMSBAINGO,0.8659735349716445,0.8600306259364702,0.4714855827364621,0.7326086956521739,0.6521739130434783,0.8130434782608695,0.15821423546583904,0.48923103233872345
PONE2016_h3_target_Asia,3,Asia,Full_random_search,0.8427221172022685,0.8454143035708223,0.43060781450864327,0.7108695652173914,0.6130434782608696,0.808695652173913,0.17251277013517444,0.526209374155598
PONE2016_h3_target_Asia,3,Asia,HistGB,0.833648393194707,0.8355040774194233,0.43692594732736023,0.7065217391304348,0.5434782608695652,0.8695652173913043,0.1763889987783558,0.5364223499824375
PONE2016_h3_target_Asia,3,Asia,KELM_PBMSBAINGO,0.8870510396975426,0.8843478727066076,0.6174137452239169,0.8043478260869564,0.7782608695652173,0.8304347826086957,0.16043671847831448,0.48994563544925995
PONE2016_h3_target_Asia,3,Asia,KELM_risk_feature,0.8949905482041588,0.8951088869258902,0.5949009126141176,0.7934782608695652,0.7217391304347827,0.8652173913043478,0.15138255572815576,0.46792976972690603
PONE2016_h3_target_Asia,3,Asia,KELM_score_fusion,0.8876181474480151,0.8834588963829478,0.6193936622213025,0.8043478260869564,0.7478260869565218,0.8608695652173914,0.15948271665820818,0.4893778818614954
PONE2016_h3_target_Asia,3,Asia,Uncertainty_gated_fusion,0.8949905482041588,0.8951088869258902,0.5949009126141176,0.7934782608695652,0.7217391304347827,0.8652173913043478,0.15138255572815576,0.46792976972690603
PONE2016_h3_target_Europe,3,Europe,Balanced_logistic,0.7091416813639035,0.7118554167414453,0.3353540843402062,0.652336860670194,0.4404761904761904,0.8641975308641975,0.2157679125424065,0.6611578058351401
PONE2016_h3_target_Europe,3,Europe,Full_PBMSBAINGO,0.7037330981775426,0.6984890007578697,0.21159119907668922,0.5848765432098765,0.2833333333333333,0.8864197530864197,0.22570424359678332,0.6431277049438735
PONE2016_h3_target_Europe,3,Europe,Full_random_search,0.6961199294532628,0.6847191114168192,0.2253928845010161,0.5897707231040564,0.2857142857142857,0.8938271604938273,0.22618332553690496,0.644514289860069
PONE2016_h3_target_Europe,3,Europe,HistGB,0.7042915931804822,0.6782673122876944,0.22402493650936348,0.5875220458553791,0.2738095238095238,0.9012345679012345,0.22547528798864297,0.6429027879985254
PONE2016_h3_target_Europe,3,Europe,KELM_PBMSBAINGO,0.6863168724279836,0.7196998788178595,0.2745449368675842,0.6165343915343915,0.3738095238095238,0.8592592592592592,0.23721007285381987,0.6760950445715913
PONE2016_h3_target_Europe,3,Europe,KELM_risk_feature,0.7009112286890065,0.7013104857346388,0.2592575895430033,0.6139770723104057,0.3785714285714285,0.8493827160493828,0.22681138302599685,0.6516614281154279
PONE2016_h3_target_Europe,3,Europe,KELM_score_fusion,0.6943268665490888,0.7281513101224192,0.27294557350097626,0.6132275132275132,0.35238095238095235,0.874074074074074,0.23116745342067913,0.6606217833322734
PONE2016_h3_target_Europe,3,Europe,Uncertainty_gated_fusion,0.7009112286890065,0.7013104857346388,0.2592575895430033,0.6139770723104057,0.3785714285714285,0.8493827160493828,0.22681138302599685,0.6516614281154279
PONE2016_h3_target_North_America,3,North America,Balanced_logistic,0.7757201646090535,0.8210429428354262,0.4167300599845326,0.6837606837606838,0.4444444444444445,0.9230769230769231,0.2020315582146705,0.5888620021054498
PONE2016_h3_target_North_America,3,North America,Full_PBMSBAINGO,0.7666666666666667,0.7460763917306693,0.25022175975007294,0.5936372269705602,0.2641975308641975,0.9230769230769231,0.20739012264083095,0.606601678116417
PONE2016_h3_target_North_America,3,North America,Full_random_search,0.763216207660652,0.7316661686026996,0.1689897403854155,0.5580246913580247,0.182716049382716,0.9333333333333333,0.2059073631757836,0.6018006869408834
PONE2016_h3_target_North_America,3,North America,HistGB,0.7581513137068693,0.7425057484630788,0.2802966691779787,0.6096866096866097,0.2962962962962963,0.9230769230769231,0.2081986360141605,0.6053359530164972
PONE2016_h3_target_North_America,3,North America,KELM_PBMSBAINGO,0.7495409939854384,0.7564700130693136,0.27030053097160145,0.6023741690408357,0.27654320987654313,0.9282051282051282,0.21505901658199975,0.6395889784584646
PONE2016_h3_target_North_America,3,North America,KELM_risk_feature,0.7604305159860715,0.7831917345265589,0.3526976340758778,0.6372269705603039,0.33086419753086416,0.9435897435897436,0.2132817050002509,0.645869716322055
PONE2016_h3_target_North_America,3,North America,KELM_score_fusion,0.7715099715099715,0.7707018846163434,0.30512998896537535,0.6138651471984805,0.27901234567901234,0.9487179487179487,0.20277615314569605,0.5932003010357352
PONE2016_h3_target_North_America,3,North America,Uncertainty_gated_fusion,0.7603355492244381,0.7850093499269442,0.3316134720721113,0.6203703703703703,0.274074074074074,0.9666666666666668,0.21313896968019033,0.6486321111255606
