dataset,seed,method,mcc,sensitivity,specificity,precision,f2,ap,tp,fp,tn,fn
2year.arff,10,Triad_risk_fusion,0.4823198916997363,0.4916666666666666,0.980900409276944,0.5130434782608696,0.4957983193277311,0.5227537759300365,59.0,56.0,2876.0,61.0
3year.arff,1,Triad_risk_fusion,0.4540460626975057,0.5906040268456376,0.9556962025316456,0.3981900452488687,0.5385556915544676,0.5200991685170904,88.0,133.0,2869.0,61.0
3year.arff,2,Triad_risk_fusion,0.3016477909448456,0.5704697986577181,0.8980679546968687,0.217391304347826,0.4305977710233029,0.4172677795834539,85.0,306.0,2696.0,64.0
3year.arff,3,Triad_risk_fusion,0.3686132899449783,0.6510067114093959,0.9087275149900068,0.261455525606469,0.5015511892450879,0.5140712924777006,97.0,274.0,2728.0,52.0
3year.arff,4,Triad_risk_fusion,0.4502644597852016,0.5503355704697986,0.9620253164556962,0.4183673469387755,0.5176767676767676,0.4768046858837627,82.0,114.0,2888.0,67.0
3year.arff,5,Triad_risk_fusion,0.4271724135372203,0.5503355704697986,0.956029313790806,0.3831775700934579,0.5061728395061729,0.4995936552469667,82.0,132.0,2870.0,67.0
3year.arff,6,Triad_risk_fusion,0.3738966344605539,0.5771812080536913,0.9320453031312458,0.296551724137931,0.4853273137697517,0.518318111737851,86.0,204.0,2798.0,63.0
3year.arff,7,Triad_risk_fusion,0.4458985989532081,0.6778523489932886,0.9350433044636908,0.3412162162162162,0.5661434977578476,0.5362879173254619,101.0,195.0,2807.0,48.0
3year.arff,8,Triad_risk_fusion,0.3696128041914671,0.610738255033557,0.9210526315789472,0.2774390243902439,0.4924242424242424,0.5120704440870163,91.0,237.0,2765.0,58.0
3year.arff,9,Triad_risk_fusion,0.3655226194232497,0.5503355704697986,0.935709526982012,0.2981818181818181,0.4707233065442021,0.4891050911746872,82.0,193.0,2809.0,67.0
3year.arff,10,Triad_risk_fusion,0.427771521539686,0.5302013422818792,0.9600266489007327,0.3969849246231156,0.4968553459119497,0.505091635309279,79.0,120.0,2882.0,70.0
4year.arff,1,Triad_risk_fusion,0.5161531348832105,0.5806451612903226,0.9687387711103126,0.5084745762711864,0.5646173149309912,0.5677565812604048,90.0,87.0,2696.0,65.0
4year.arff,2,Triad_risk_fusion,0.434165929273701,0.7096774193548387,0.9155587495508444,0.3188405797101449,0.5699481865284974,0.5850045533944438,110.0,235.0,2548.0,45.0
4year.arff,3,Triad_risk_fusion,0.4382839405933693,0.7483870967741936,0.9065756378009342,0.3085106382978723,0.5823293172690763,0.5523344921429061,116.0,260.0,2523.0,39.0
4year.arff,4,Triad_risk_fusion,0.4183591251011287,0.5870967741935483,0.9407114624505928,0.35546875,0.519406392694064,0.5046702668497852,91.0,165.0,2618.0,64.0
4year.arff,5,Triad_risk_fusion,0.4279948792779376,0.6838709677419355,0.9198706431908013,0.3221884498480243,0.5584826132771338,0.5777809308423699,106.0,223.0,2560.0,49.0
4year.arff,6,Triad_risk_fusion,0.4489364578664966,0.7419354838709677,0.913402802730866,0.3230337078651685,0.5891393442622951,0.6264636618989398,115.0,241.0,2542.0,40.0
4year.arff,7,Triad_risk_fusion,0.4389206804971554,0.7419354838709677,0.9087315846209126,0.3116531165311653,0.5813953488372093,0.5774295603996011,115.0,254.0,2529.0,40.0
4year.arff,8,Triad_risk_fusion,0.4262793903106305,0.6967741935483871,0.9155587495508444,0.314868804664723,0.5607476635514018,0.5614156989445936,108.0,235.0,2548.0,47.0
4year.arff,9,Triad_risk_fusion,0.493823380923794,0.5935483870967742,0.9615522817103844,0.4623115577889447,0.5616605616605617,0.5930785162186892,92.0,107.0,2676.0,63.0
4year.arff,10,Triad_risk_fusion,0.4659628843794713,0.7096774193548387,0.9288537549407114,0.3571428571428571,0.5926724137931034,0.575469927110557,110.0,198.0,2585.0,45.0
5year.arff,1,Triad_risk_fusion,0.6305242263664128,0.8455284552845529,0.9412121212121212,0.5174129353233831,0.7503607503607503,0.7721177514247717,104.0,97.0,1553.0,19.0
5year.arff,2,Triad_risk_fusion,0.6631653660994655,0.5528455284552846,0.992121212121212,0.8395061728395061,0.5933682373472949,0.7402857484253909,68.0,13.0,1637.0,55.0
5year.arff,3,Triad_risk_fusion,0.6324139567833545,0.7317073170731707,0.963030303030303,0.5960264900662252,0.6998444790046656,0.6812121370331687,90.0,61.0,1589.0,33.0
5year.arff,4,Triad_risk_fusion,0.5079976064882621,0.7479674796747967,0.9187878787878788,0.4070796460176991,0.6406685236768802,0.6760179155746552,92.0,134.0,1516.0,31.0
5year.arff,5,Triad_risk_fusion,0.595153211610864,0.7642276422764228,0.9466666666666668,0.5164835164835165,0.6973293768545994,0.7054764807722307,94.0,88.0,1562.0,29.0
5year.arff,6,Triad_risk_fusion,0.5460056945771291,0.7317073170731707,0.9375757575757576,0.466321243523316,0.656934306569343,0.6843889395332012,90.0,103.0,1547.0,33.0
5year.arff,7,Triad_risk_fusion,0.6212849238043469,0.5691056910569106,0.9842424242424244,0.7291666666666666,0.5952380952380952,0.7222119881651048,70.0,26.0,1624.0,53.0
5year.arff,8,Triad_risk_fusion,0.5372031134529565,0.7560975609756098,0.9284848484848484,0.4407582938388625,0.6614509246088194,0.7019901694839527,93.0,118.0,1532.0,30.0
5year.arff,9,Triad_risk_fusion,0.6507247616762468,0.5772357723577236,0.987878787878788,0.7802197802197802,0.6089193825042881,0.7132960646190788,71.0,20.0,1630.0,52.0
5year.arff,10,Triad_risk_fusion,0.5824367163542894,0.6991869918699187,0.9557575757575758,0.5408805031446541,0.6605222734254992,0.7222176202211085,86.0,73.0,1577.0,37.0
