dataset,seed,method,cost_ratio,normalized_cost
5year.arff,2,EasyEnsemble_reference,1,0.09757473209249859
5year.arff,2,EasyEnsemble_reference,2,0.11075949367088607
5year.arff,2,EasyEnsemble_reference,5,0.14172185430463577
5year.arff,2,EasyEnsemble_reference,10,0.17569444444444443
5year.arff,2,EasyEnsemble_reference,20,0.21313868613138687
5year.arff,2,EasyEnsemble_reference,50,0.25461538461538463
5year.arff,3,Balanced_logistic,1,0.09813874788494077
5year.arff,3,Balanced_logistic,2,0.11708860759493671
5year.arff,3,Balanced_logistic,5,0.16158940397350993
5year.arff,3,Balanced_logistic,10,0.21041666666666667
5year.arff,3,Balanced_logistic,20,0.26423357664233577
5year.arff,3,Balanced_logistic,50,0.32384615384615384
5year.arff,3,Random_forest,1,0.09926677946982515
5year.arff,3,Random_forest,2,0.11286919831223628
5year.arff,3,Random_forest,5,0.14481236203090508
5year.arff,3,Random_forest,10,0.1798611111111111
5year.arff,3,Random_forest,20,0.21849148418491485
5year.arff,3,Random_forest,50,0.2612820512820513
5year.arff,3,Extra_trees,1,0.10885504794134236
5year.arff,3,Extra_trees,2,0.1260548523206751
5year.arff,3,Extra_trees,5,0.1664459161147903
5year.arff,3,Extra_trees,10,0.2107638888888889
5year.arff,3,Extra_trees,20,0.25961070559610705
5year.arff,3,Extra_trees,50,0.3137179487179487
5year.arff,3,HistGB_fair,1,0.05358150028200789
5year.arff,3,HistGB_fair,2,0.06751054852320675
5year.arff,3,HistGB_fair,5,0.10022075055187638
5year.arff,3,HistGB_fair,10,0.1361111111111111
5year.arff,3,HistGB_fair,20,0.175669099756691
5year.arff,3,HistGB_fair,50,0.2194871794871795
5year.arff,3,Balanced_forest_reference,1,0.09983079526226735
5year.arff,3,Balanced_forest_reference,2,0.1149789029535865
5year.arff,3,Balanced_forest_reference,5,0.15055187637969095
5year.arff,3,Balanced_forest_reference,10,0.18958333333333333
5year.arff,3,Balanced_forest_reference,20,0.23260340632603407
5year.arff,3,Balanced_forest_reference,50,0.28025641025641024
5year.arff,3,EasyEnsemble_reference,1,0.08967851099830795
5year.arff,3,EasyEnsemble_reference,2,0.1060126582278481
5year.arff,3,EasyEnsemble_reference,5,0.14437086092715232
5year.arff,3,EasyEnsemble_reference,10,0.18645833333333334
5year.arff,3,EasyEnsemble_reference,20,0.23284671532846715
5year.arff,3,EasyEnsemble_reference,50,0.28423076923076923
5year.arff,4,Balanced_logistic,1,0.10603496897913142
5year.arff,4,Balanced_logistic,2,0.12447257383966245
5year.arff,4,Balanced_logistic,5,0.16777041942604856
5year.arff,4,Balanced_logistic,10,0.2152777777777778
5year.arff,4,Balanced_logistic,20,0.26763990267639903
5year.arff,4,Balanced_logistic,50,0.32564102564102565
5year.arff,4,Random_forest,1,0.1161872532430908
5year.arff,4,Random_forest,2,0.12974683544303797
5year.arff,4,Random_forest,5,0.16158940397350993
5year.arff,4,Random_forest,10,0.19652777777777777
5year.arff,4,Random_forest,20,0.23503649635036497
5year.arff,4,Random_forest,50,0.2776923076923077
5year.arff,4,Extra_trees,1,0.09249858996051889
5year.arff,4,Extra_trees,2,0.12447257383966245
5year.arff,4,Extra_trees,5,0.19955849889624724
5year.arff,4,Extra_trees,10,0.28194444444444444
5year.arff,4,Extra_trees,20,0.37274939172749394
5year.arff,4,Extra_trees,50,0.47333333333333333
5year.arff,4,HistGB_fair,1,0.08460236886632826
5year.arff,4,HistGB_fair,2,0.09757383966244726
5year.arff,4,HistGB_fair,5,0.1280353200883002
5year.arff,4,HistGB_fair,10,0.16145833333333334
5year.arff,4,HistGB_fair,20,0.19829683698296838
5year.arff,4,HistGB_fair,50,0.2391025641025641
5year.arff,4,Balanced_forest_reference,1,0.12295544275239707
5year.arff,4,Balanced_forest_reference,2,0.13924050632911392
5year.arff,4,Balanced_forest_reference,5,0.17748344370860927
5year.arff,4,Balanced_forest_reference,10,0.21944444444444444
5year.arff,4,Balanced_forest_reference,20,0.2656934306569343
5year.arff,4,Balanced_forest_reference,50,0.3169230769230769
5year.arff,4,EasyEnsemble_reference,1,0.07670614777213762
5year.arff,4,EasyEnsemble_reference,2,0.10021097046413502
5year.arff,4,EasyEnsemble_reference,5,0.1554083885209713
5year.arff,4,EasyEnsemble_reference,10,0.21597222222222223
5year.arff,4,EasyEnsemble_reference,20,0.28272506082725063
5year.arff,4,EasyEnsemble_reference,50,0.3566666666666667
5year.arff,5,Balanced_logistic,1,0.09531866892272983
5year.arff,5,Balanced_logistic,2,0.12183544303797468
5year.arff,5,Balanced_logistic,5,0.18410596026490067
5year.arff,5,Balanced_logistic,10,0.25243055555555555
5year.arff,5,Balanced_logistic,20,0.3277372262773723
5year.arff,5,Balanced_logistic,50,0.41115384615384615
5year.arff,5,Random_forest,1,0.07388606880992668
5year.arff,5,Random_forest,2,0.10548523206751055
5year.arff,5,Random_forest,5,0.17969094922737308
5year.arff,5,Random_forest,10,0.2611111111111111
5year.arff,5,Random_forest,20,0.3508515815085158
5year.arff,5,Random_forest,50,0.4502564102564103
5year.arff,5,Extra_trees,1,0.0829103214890017
5year.arff,5,Extra_trees,2,0.11128691983122363
5year.arff,5,Extra_trees,5,0.17792494481236204
5year.arff,5,Extra_trees,10,0.25104166666666666
5year.arff,5,Extra_trees,20,0.3316301703163017
5year.arff,5,Extra_trees,50,0.4208974358974359
5year.arff,5,HistGB_fair,1,0.046249294980259446
5year.arff,5,HistGB_fair,2,0.06751054852320675
5year.arff,5,HistGB_fair,5,0.11743929359823399
5year.arff,5,HistGB_fair,10,0.17222222222222222
5year.arff,5,HistGB_fair,20,0.23260340632603407
5year.arff,5,HistGB_fair,50,0.2994871794871795
5year.arff,5,Balanced_forest_reference,1,0.07163000564015792
5year.arff,5,Balanced_forest_reference,2,0.10654008438818566
5year.arff,5,Balanced_forest_reference,5,0.18852097130242826
5year.arff,5,Balanced_forest_reference,10,0.27847222222222223
5year.arff,5,Balanced_forest_reference,20,0.37761557177615573
5year.arff,5,Balanced_forest_reference,50,0.48743589743589744
5year.arff,5,EasyEnsemble_reference,1,0.08911449520586577
5year.arff,5,EasyEnsemble_reference,2,0.10970464135021098
5year.arff,5,EasyEnsemble_reference,5,0.15805739514348785
5year.arff,5,EasyEnsemble_reference,10,0.2111111111111111
5year.arff,5,EasyEnsemble_reference,20,0.2695863746958638
5year.arff,5,EasyEnsemble_reference,50,0.3343589743589744
5year.arff,6,Balanced_logistic,1,0.11844331641285956
5year.arff,6,Balanced_logistic,2,0.14029535864978904
5year.arff,6,Balanced_logistic,5,0.19161147902869757
5year.arff,6,Balanced_logistic,10,0.24791666666666667
5year.arff,6,Balanced_logistic,20,0.3099756690997567
5year.arff,6,Balanced_logistic,50,0.3787179487179487
5year.arff,6,Random_forest,1,0.12013536379018612
5year.arff,6,Random_forest,2,0.13449367088607594
5year.arff,6,Random_forest,5,0.16821192052980133
5year.arff,6,Random_forest,10,0.20520833333333333
5year.arff,6,Random_forest,20,0.245985401459854
5year.arff,6,Random_forest,50,0.29115384615384615
5year.arff,6,Extra_trees,1,0.11731528482797518
5year.arff,6,Extra_trees,2,0.14187763713080168
5year.arff,6,Extra_trees,5,0.19955849889624724
5year.arff,6,Extra_trees,10,0.26284722222222223
5year.arff,6,Extra_trees,20,0.3326034063260341
5year.arff,6,Extra_trees,50,0.40987179487179487
5year.arff,6,HistGB_fair,1,0.077834179357022
5year.arff,6,HistGB_fair,2,0.09124472573839662
5year.arff,6,HistGB_fair,5,0.12273730684326711
5year.arff,6,HistGB_fair,10,0.15729166666666666
5year.arff,6,HistGB_fair,20,0.1953771289537713
5year.arff,6,HistGB_fair,50,0.23756410256410257
5year.arff,6,Balanced_forest_reference,1,0.12972363226170333
5year.arff,6,Balanced_forest_reference,2,0.14662447257383968
5year.arff,6,Balanced_forest_reference,5,0.18631346578366445
5year.arff,6,Balanced_forest_reference,10,0.2298611111111111
5year.arff,6,Balanced_forest_reference,20,0.27785888077858883
5year.arff,6,Balanced_forest_reference,50,0.331025641025641
5year.arff,6,EasyEnsemble_reference,1,0.12295544275239707
5year.arff,6,EasyEnsemble_reference,2,0.13924050632911392
5year.arff,6,EasyEnsemble_reference,5,0.17748344370860927
5year.arff,6,EasyEnsemble_reference,10,0.21944444444444444
5year.arff,6,EasyEnsemble_reference,20,0.2656934306569343
5year.arff,6,EasyEnsemble_reference,50,0.3169230769230769
5year.arff,7,Balanced_logistic,1,0.10716300056401579
5year.arff,7,Balanced_logistic,2,0.13027426160337552
5year.arff,7,Balanced_logistic,5,0.1845474613686534
5year.arff,7,Balanced_logistic,10,0.24409722222222222
5year.arff,7,Balanced_logistic,20,0.3097323600973236
5year.arff,7,Balanced_logistic,50,0.38243589743589745
5year.arff,7,Random_forest,1,0.08009024252679076
5year.arff,7,Random_forest,2,0.10759493670886076
5year.arff,7,Random_forest,5,0.17218543046357615
5year.arff,7,Random_forest,10,0.24305555555555555
5year.arff,7,Random_forest,20,0.32116788321167883
5year.arff,7,Random_forest,50,0.4076923076923077
5year.arff,7,Extra_trees,1,0.09362662154540327
5year.arff,7,Extra_trees,2,0.12078059071729957
5year.arff,7,Extra_trees,5,0.1845474613686534
5year.arff,7,Extra_trees,10,0.2545138888888889
5year.arff,7,Extra_trees,20,0.3316301703163017
5year.arff,7,Extra_trees,50,0.41705128205128206
5year.arff,7,HistGB_fair,1,0.046249294980259446
5year.arff,7,HistGB_fair,2,0.06962025316455696
5year.arff,7,HistGB_fair,5,0.12450331125827814
5year.arff,7,HistGB_fair,10,0.18472222222222223
5year.arff,7,HistGB_fair,20,0.2510948905109489
5year.arff,7,HistGB_fair,50,0.32461538461538464
5year.arff,7,Balanced_forest_reference,1,0.08798646362098139
5year.arff,7,Balanced_forest_reference,2,0.11392405063291139
5year.arff,7,Balanced_forest_reference,5,0.17483443708609273
5year.arff,7,Balanced_forest_reference,10,0.24166666666666667
5year.arff,7,Balanced_forest_reference,20,0.31532846715328466
5year.arff,7,Balanced_forest_reference,50,0.39692307692307693
5year.arff,7,EasyEnsemble_reference,1,0.12521150592216582
5year.arff,7,EasyEnsemble_reference,2,0.1350210970464135
5year.arff,7,EasyEnsemble_reference,5,0.15805739514348785
5year.arff,7,EasyEnsemble_reference,10,0.18333333333333332
5year.arff,7,EasyEnsemble_reference,20,0.21119221411192213
5year.arff,7,EasyEnsemble_reference,50,0.24205128205128204
5year.arff,8,Balanced_logistic,1,0.11223914269599548
5year.arff,8,Balanced_logistic,2,0.13185654008438819
5year.arff,8,Balanced_logistic,5,0.17792494481236204
5year.arff,8,Balanced_logistic,10,0.22847222222222222
5year.arff,8,Balanced_logistic,20,0.28418491484184916
5year.arff,8,Balanced_logistic,50,0.3458974358974359
5year.arff,8,Random_forest,1,0.10152284263959391
5year.arff,8,Random_forest,2,0.12078059071729957
5year.arff,8,Random_forest,5,0.16600441501103752
5year.arff,8,Random_forest,10,0.215625
5year.arff,8,Random_forest,20,0.270316301703163
5year.arff,8,Random_forest,50,0.3308974358974359
5year.arff,8,Extra_trees,1,0.09475465313028765
5year.arff,8,Extra_trees,2,0.12236286919831224
5year.arff,8,Extra_trees,5,0.18719646799116998
5year.arff,8,Extra_trees,10,0.25833333333333336
5year.arff,8,Extra_trees,20,0.3367396593673966
5year.arff,8,Extra_trees,50,0.4235897435897436
5year.arff,8,HistGB_fair,1,0.05865764241398759
5year.arff,8,HistGB_fair,2,0.07331223628691984
5year.arff,8,HistGB_fair,5,0.10772626931567329
5year.arff,8,HistGB_fair,10,0.14548611111111112
5year.arff,8,HistGB_fair,20,0.18710462287104623
5year.arff,8,HistGB_fair,50,0.2332051282051282
5year.arff,8,Balanced_forest_reference,1,0.09757473209249859
5year.arff,8,Balanced_forest_reference,2,0.11867088607594936
5year.arff,8,Balanced_forest_reference,5,0.16821192052980133
5year.arff,8,Balanced_forest_reference,10,0.22256944444444443
5year.arff,8,Balanced_forest_reference,20,0.2824817518248175
5year.arff,8,Balanced_forest_reference,50,0.34884615384615386
5year.arff,8,EasyEnsemble_reference,1,0.10885504794134236
5year.arff,8,EasyEnsemble_reference,2,0.12341772151898735
5year.arff,8,EasyEnsemble_reference,5,0.1576158940397351
5year.arff,8,EasyEnsemble_reference,10,0.1951388888888889
5year.arff,8,EasyEnsemble_reference,20,0.2364963503649635
5year.arff,8,EasyEnsemble_reference,50,0.2823076923076923
5year.arff,9,Balanced_logistic,1,0.08460236886632826
5year.arff,9,Balanced_logistic,2,0.10970464135021098
5year.arff,9,Balanced_logistic,5,0.1686534216335541
5year.arff,9,Balanced_logistic,10,0.23333333333333334
5year.arff,9,Balanced_logistic,20,0.3046228710462287
5year.arff,9,Balanced_logistic,50,0.38358974358974357
5year.arff,9,Random_forest,1,0.09137055837563451
5year.arff,9,Random_forest,2,0.11075949367088607
5year.arff,9,Random_forest,5,0.1562913907284768
5year.arff,9,Random_forest,10,0.20625
5year.arff,9,Random_forest,20,0.2613138686131387
5year.arff,9,Random_forest,50,0.3223076923076923
5year.arff,9,Extra_trees,1,0.08009024252679076
5year.arff,9,Extra_trees,2,0.11181434599156118
5year.arff,9,Extra_trees,5,0.18631346578366445
5year.arff,9,Extra_trees,10,0.26805555555555555
5year.arff,9,Extra_trees,20,0.3581508515815085
5year.arff,9,Extra_trees,50,0.45794871794871794
5year.arff,9,HistGB_fair,1,0.04004512126339538
5year.arff,9,HistGB_fair,2,0.06276371308016877
5year.arff,9,HistGB_fair,5,0.11611479028697572
5year.arff,9,HistGB_fair,10,0.17465277777777777
5year.arff,9,HistGB_fair,20,0.2391727493917275
5year.arff,9,HistGB_fair,50,0.31064102564102564
5year.arff,9,Balanced_forest_reference,1,0.10547095318668923
5year.arff,9,Balanced_forest_reference,2,0.1239451476793249
5year.arff,9,Balanced_forest_reference,5,0.1673289183222958
5year.arff,9,Balanced_forest_reference,10,0.21493055555555557
5year.arff,9,Balanced_forest_reference,20,0.26739659367396595
5year.arff,9,Balanced_forest_reference,50,0.3255128205128205
5year.arff,9,EasyEnsemble_reference,1,0.08178228990411732
5year.arff,9,EasyEnsemble_reference,2,0.11023206751054852
5year.arff,9,EasyEnsemble_reference,5,0.1770419426048565
5year.arff,9,EasyEnsemble_reference,10,0.2503472222222222
5year.arff,9,EasyEnsemble_reference,20,0.3311435523114355
5year.arff,9,EasyEnsemble_reference,50,0.4206410256410256
5year.arff,10,Balanced_logistic,1,0.11505922165820642
5year.arff,10,Balanced_logistic,2,0.13660337552742616
5year.arff,10,Balanced_logistic,5,0.18719646799116998
5year.arff,10,Balanced_logistic,10,0.24270833333333333
5year.arff,10,Balanced_logistic,20,0.3038929440389294
5year.arff,10,Balanced_logistic,50,0.37166666666666665
5year.arff,10,Random_forest,1,0.10434292160180485
5year.arff,10,Random_forest,2,0.11867088607594936
5year.arff,10,Random_forest,5,0.152317880794702
5year.arff,10,Random_forest,10,0.1892361111111111
5year.arff,10,Random_forest,20,0.22992700729927007
5year.arff,10,Random_forest,50,0.275
5year.arff,10,Extra_trees,1,0.10152284263959391
5year.arff,10,Extra_trees,2,0.12289029535864979
5year.arff,10,Extra_trees,5,0.17306843267108168
5year.arff,10,Extra_trees,10,0.228125
5year.arff,10,Extra_trees,20,0.2888077858880779
5year.arff,10,Extra_trees,50,0.35602564102564105
5year.arff,10,HistGB_fair,1,0.06204173716864072
5year.arff,10,HistGB_fair,2,0.07753164556962025
5year.arff,10,HistGB_fair,5,0.11390728476821192
5year.arff,10,HistGB_fair,10,0.15381944444444445
5year.arff,10,HistGB_fair,20,0.1978102189781022
5year.arff,10,HistGB_fair,50,0.24653846153846154
5year.arff,10,Balanced_forest_reference,1,0.10885504794134236
5year.arff,10,Balanced_forest_reference,2,0.1239451476793249
5year.arff,10,Balanced_forest_reference,5,0.15938189845474612
5year.arff,10,Balanced_forest_reference,10,0.19826388888888888
5year.arff,10,Balanced_forest_reference,20,0.2411192214111922
5year.arff,10,Balanced_forest_reference,50,0.2885897435897436
5year.arff,10,EasyEnsemble_reference,1,0.09870276367738297
5year.arff,10,EasyEnsemble_reference,2,0.1149789029535865
5year.arff,10,EasyEnsemble_reference,5,0.1532008830022075
5year.arff,10,EasyEnsemble_reference,10,0.1951388888888889
5year.arff,10,EasyEnsemble_reference,20,0.2413625304136253
5year.arff,10,EasyEnsemble_reference,50,0.2925641025641026
1year.arff,1,Triad_risk_fusion,1,0.03366524419155998
1year.arff,1,Triad_risk_fusion,2,0.046118721461187215
1year.arff,1,Triad_risk_fusion,5,0.07850390464447185
1year.arff,1,Triad_risk_fusion,10,0.12015503875968993
1year.arff,1,Triad_risk_fusion,20,0.1757127192982456
1year.arff,1,Triad_risk_fusion,50,0.25353734781178017
1year.arff,2,Triad_risk_fusion,1,0.04599336178283547
1year.arff,2,Triad_risk_fusion,2,0.05662100456621005
1year.arff,2,Triad_risk_fusion,5,0.08425811755034936
1year.arff,2,Triad_risk_fusion,10,0.11980267794221283
1year.arff,2,Triad_risk_fusion,20,0.16721491228070176
1year.arff,2,Triad_risk_fusion,50,0.23362948338269168
1year.arff,3,Triad_risk_fusion,1,0.02418207681365576
1year.arff,3,Triad_risk_fusion,2,0.041552511415525115
1year.arff,3,Triad_risk_fusion,5,0.08672420879572544
1year.arff,3,Triad_risk_fusion,10,0.14482029598308668
1year.arff,3,Triad_risk_fusion,20,0.22231359649122806
1year.arff,3,Triad_risk_fusion,50,0.33086541625534716
1year.arff,4,Triad_risk_fusion,1,0.06211474632527264
1year.arff,4,Triad_risk_fusion,2,0.06757990867579909
1year.arff,4,Triad_risk_fusion,5,0.08179202630497329
1year.arff,4,Triad_risk_fusion,10,0.10007047216349542
1year.arff,4,Triad_risk_fusion,20,0.12445175438596491
1year.arff,4,Triad_risk_fusion,50,0.1586048042119118
1year.arff,5,Triad_risk_fusion,1,0.021337126600284494
1year.arff,5,Triad_risk_fusion,2,0.03424657534246575
1year.arff,5,Triad_risk_fusion,5,0.06781750924784218
1year.arff,5,Triad_risk_fusion,10,0.1109936575052854
1year.arff,5,Triad_risk_fusion,20,0.16858552631578946
1year.arff,5,Triad_risk_fusion,50,0.24925962487660414
1year.arff,6,Triad_risk_fusion,1,0.03366524419155998
1year.arff,6,Triad_risk_fusion,2,0.04246575342465753
1year.arff,6,Triad_risk_fusion,5,0.06535141800246609
1year.arff,6,Triad_risk_fusion,10,0.09478505990133897
1year.arff,6,Triad_risk_fusion,20,0.13404605263157895
1year.arff,6,Triad_risk_fusion,50,0.18904244817374136
1year.arff,7,Triad_risk_fusion,1,0.022285443338074917
1year.arff,7,Triad_risk_fusion,2,0.0365296803652968
1year.arff,7,Triad_risk_fusion,5,0.07357172215371968
1year.arff,7,Triad_risk_fusion,10,0.12121212121212122
1year.arff,7,Triad_risk_fusion,20,0.18475877192982457
1year.arff,7,Triad_risk_fusion,50,0.27377426785126685
1year.arff,8,Triad_risk_fusion,1,0.034139402560455195
1year.arff,8,Triad_risk_fusion,2,0.045205479452054796
1year.arff,8,Triad_risk_fusion,5,0.07398273736128237
1year.arff,8,Triad_risk_fusion,10,0.1109936575052854
1year.arff,8,Triad_risk_fusion,20,0.16036184210526316
1year.arff,8,Triad_risk_fusion,50,0.2295162882527147
1year.arff,9,Triad_risk_fusion,1,0.02275960170697013
1year.arff,9,Triad_risk_fusion,2,0.038356164383561646
1year.arff,9,Triad_risk_fusion,5,0.07891491985203453
1year.arff,9,Triad_risk_fusion,10,0.13107822410147993
1year.arff,9,Triad_risk_fusion,20,0.20065789473684212
1year.arff,9,Triad_risk_fusion,50,0.2981243830207305
1year.arff,10,Triad_risk_fusion,1,0.03319108582266477
1year.arff,10,Triad_risk_fusion,2,0.04337899543378995
1year.arff,10,Triad_risk_fusion,5,0.06987258528565557
1year.arff,10,Triad_risk_fusion,10,0.10394644115574349
1year.arff,10,Triad_risk_fusion,20,0.1493969298245614
1year.arff,10,Triad_risk_fusion,50,0.21306350773280686
2year.arff,1,Triad_risk_fusion,1,0.0399737876802097
2year.arff,1,Triad_risk_fusion,2,0.054539722572509455
2year.arff,1,Triad_risk_fusion,5,0.09229898074745187
2year.arff,1,Triad_risk_fusion,10,0.14060987415295256
2year.arff,1,Triad_risk_fusion,20,0.20461365341335333
2year.arff,1,Triad_risk_fusion,50,0.2934393193013883
2year.arff,2,Triad_risk_fusion,1,0.10878112712975098
2year.arff,2,Triad_risk_fusion,2,0.12042875157629256
2year.arff,2,Triad_risk_fusion,5,0.1506228765571914
2year.arff,2,Triad_risk_fusion,10,0.18925459825750243
2year.arff,2,Triad_risk_fusion,20,0.2404351087771943
2year.arff,2,Triad_risk_fusion,50,0.31146439767129425
2year.arff,3,Triad_risk_fusion,1,0.045871559633027525
2year.arff,3,Triad_risk_fusion,2,0.0617906683480454
2year.arff,3,Triad_risk_fusion,5,0.10305775764439411
2year.arff,3,Triad_risk_fusion,10,0.1558567279767667
2year.arff,3,Triad_risk_fusion,20,0.22580645161290322
2year.arff,3,Triad_risk_fusion,50,0.322884012539185
2year.arff,4,Triad_risk_fusion,1,0.05832241153342071
2year.arff,4,Triad_risk_fusion,2,0.0712484237074401
2year.arff,4,Triad_risk_fusion,5,0.10475651189127973
2year.arff,4,Triad_risk_fusion,10,0.14762826718296224
2year.arff,4,Triad_risk_fusion,20,0.20442610652663165
2year.arff,4,Triad_risk_fusion,50,0.2832512315270936
2year.arff,5,Triad_risk_fusion,1,0.040301441677588465
2year.arff,5,Triad_risk_fusion,2,0.055170239596469106
2year.arff,5,Triad_risk_fusion,5,0.09371460928652321
2year.arff,5,Triad_risk_fusion,10,0.1430300096805421
2year.arff,5,Triad_risk_fusion,20,0.20836459114778694
2year.arff,5,Triad_risk_fusion,50,0.2990371697268249
2year.arff,6,Triad_risk_fusion,1,0.043905635648754916
2year.arff,6,Triad_risk_fusion,2,0.06084489281210593
2year.arff,6,Triad_risk_fusion,5,0.10475651189127973
2year.arff,6,Triad_risk_fusion,10,0.16093901258470475
2year.arff,6,Triad_risk_fusion,20,0.23537134283570893
2year.arff,6,Triad_risk_fusion,50,0.33866995073891626
2year.arff,7,Triad_risk_fusion,1,0.07503276539973788
2year.arff,7,Triad_risk_fusion,2,0.08921815889029004
2year.arff,7,Triad_risk_fusion,5,0.12599093997734995
2year.arff,7,Triad_risk_fusion,10,0.17303969022265248
2year.arff,7,Triad_risk_fusion,20,0.23537134283570893
2year.arff,7,Triad_risk_fusion,50,0.3218763994626064
2year.arff,8,Triad_risk_fusion,1,0.11336828309305373
2year.arff,8,Triad_risk_fusion,2,0.1210592686002522
2year.arff,8,Triad_risk_fusion,5,0.14099660249150622
2year.arff,8,Triad_risk_fusion,10,0.1665053242981607
2year.arff,8,Triad_risk_fusion,20,0.2003000750187547
2year.arff,8,Triad_risk_fusion,50,0.24720107478728168
2year.arff,9,Triad_risk_fusion,1,0.09338138925294888
2year.arff,9,Triad_risk_fusion,2,0.10372005044136191
2year.arff,9,Triad_risk_fusion,5,0.13052095130237826
2year.arff,9,Triad_risk_fusion,10,0.16481122942884802
2year.arff,9,Triad_risk_fusion,20,0.21024006001500375
2year.arff,9,Triad_risk_fusion,50,0.2732870577698164
2year.arff,10,Triad_risk_fusion,1,0.038335517693315856
2year.arff,10,Triad_risk_fusion,2,0.056116015132408575
2year.arff,10,Triad_risk_fusion,5,0.1022083805209513
2year.arff,10,Triad_risk_fusion,10,0.16118102613746368
2year.arff,10,Triad_risk_fusion,20,0.23930982745686422
2year.arff,10,Triad_risk_fusion,50,0.3477384684281236
3year.arff,1,Triad_risk_fusion,1,0.06156775626785148
3year.arff,1,Triad_risk_fusion,2,0.07727272727272727
3year.arff,1,Triad_risk_fusion,5,0.11689351481184948
3year.arff,1,Triad_risk_fusion,10,0.16540516473731076
3year.arff,1,Triad_risk_fusion,20,0.22617853560682047
3year.arff,1,Triad_risk_fusion,50,0.3045350172215844
3year.arff,2,Triad_risk_fusion,1,0.11742304030466519
3year.arff,2,Triad_risk_fusion,2,0.1315151515151515
3year.arff,2,Triad_risk_fusion,5,0.16706698692287164
3year.arff,2,Triad_risk_fusion,10,0.21059661620658948
3year.arff,2,Triad_risk_fusion,20,0.2651287194918088
3year.arff,2,Triad_risk_fusion,50,0.3354381936471489
3year.arff,3,Triad_risk_fusion,1,0.10345921929546176
3year.arff,3,Triad_risk_fusion,2,0.11454545454545455
3year.arff,3,Triad_risk_fusion,5,0.14251401120896717
3year.arff,3,Triad_risk_fusion,10,0.1767586821015138
3year.arff,3,Triad_risk_fusion,20,0.21965897693079237
3year.arff,3,Triad_risk_fusion,50,0.27497129735935705
3year.arff,4,Triad_risk_fusion,1,0.05744208187876865
3year.arff,4,Triad_risk_fusion,2,0.07515151515151515
3year.arff,4,Triad_risk_fusion,5,0.11982919669068588
3year.arff,4,Triad_risk_fusion,10,0.1745325022261799
3year.arff,4,Triad_risk_fusion,20,0.2430625208960214
3year.arff,4,Triad_risk_fusion,50,0.33141982395713737
3year.arff,5,Triad_risk_fusion,1,0.06315455410980642
3year.arff,5,Triad_risk_fusion,2,0.08060606060606061
3year.arff,5,Triad_risk_fusion,5,0.12463303976514545
3year.arff,5,Triad_risk_fusion,10,0.17853962600178094
3year.arff,5,Triad_risk_fusion,20,0.24607154797726513
3year.arff,5,Triad_risk_fusion,50,0.33314198239571374
3year.arff,6,Triad_risk_fusion,1,0.08473500476039353
3year.arff,6,Triad_risk_fusion,2,0.1
3year.arff,6,Triad_risk_fusion,5,0.13851080864691753
3year.arff,6,Triad_risk_fusion,10,0.1856634016028495
3year.arff,6,Triad_risk_fusion,20,0.24473420260782347
3year.arff,6,Triad_risk_fusion,50,0.3208955223880597
3year.arff,7,Triad_risk_fusion,1,0.07711837511900983
3year.arff,7,Triad_risk_fusion,2,0.08818181818181818
3year.arff,7,Triad_risk_fusion,5,0.11609287429943956
3year.arff,7,Triad_risk_fusion,10,0.15026714158504006
3year.arff,7,Triad_risk_fusion,20,0.19307923771313942
3year.arff,7,Triad_risk_fusion,50,0.24827784156142366
3year.arff,8,Triad_risk_fusion,1,0.09362107267534116
3year.arff,8,Triad_risk_fusion,2,0.10696969696969696
3year.arff,8,Triad_risk_fusion,5,0.140645850013344
3year.arff,8,Triad_risk_fusion,10,0.18187889581478184
3year.arff,8,Triad_risk_fusion,20,0.2335339351387496
3year.arff,8,Triad_risk_fusion,50,0.3001339456563337
3year.arff,9,Triad_risk_fusion,1,0.08251348778165661
3year.arff,9,Triad_risk_fusion,2,0.09909090909090909
3year.arff,9,Triad_risk_fusion,5,0.14091273018414732
3year.arff,9,Triad_risk_fusion,10,0.1921193232413179
3year.arff,9,Triad_risk_fusion,20,0.25626880641925776
3year.arff,9,Triad_risk_fusion,50,0.33897818599311136
3year.arff,10,Triad_risk_fusion,1,0.060298317994287524
3year.arff,10,Triad_risk_fusion,2,0.07878787878787878
3year.arff,10,Triad_risk_fusion,5,0.1254336802775554
3year.arff,10,Triad_risk_fusion,10,0.182546749777382
3year.arff,10,Triad_risk_fusion,20,0.2540956201939151
3year.arff,10,Triad_risk_fusion,50,0.3463451970914658
4year.arff,1,Triad_risk_fusion,1,0.051735874744724304
4year.arff,1,Triad_risk_fusion,2,0.07015842224377628
4year.arff,1,Triad_risk_fusion,5,0.11579539066891512
4year.arff,1,Triad_risk_fusion,10,0.1700900069236095
4year.arff,1,Triad_risk_fusion,20,0.2357640659527452
4year.arff,1,Triad_risk_fusion,50,0.3168138232222539
4year.arff,2,Triad_risk_fusion,1,0.09530292716133425
4year.arff,2,Triad_risk_fusion,2,0.1050759780148723
4year.arff,2,Triad_risk_fusion,5,0.12928611579539068
4year.arff,2,Triad_risk_fusion,10,0.15808908377567504
4year.arff,2,Triad_risk_fusion,20,0.1929287778344382
4year.arff,2,Triad_risk_fusion,50,0.23592518750593372
4year.arff,3,Triad_risk_fusion,1,0.10176991150442478
